id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
547954054341672089,Stylish private studio walking to DWTN Willow Glen,431385859,Dana,,San Jose,37.30943,-121.89434,Entire home/apt,104,1,73,2024-05-27,2.51,3,44,7,
548132759982689393,New townhome - furnished master & bath near Google,11566495,Akshay,,Mountain View,37.40558,-122.06386,Private room,75,30,2,2022-07-22,0.08,2,320,0,
548232578336354329,Cheerful 6500 sq ft - 3br 2bath residential home,3192425,Pratik,,Milpitas,37.43245,-121.91022,Entire home/apt,125,2,93,2024-06-20,3.23,1,193,35,
549284640658404325,💯 Designers’ Paradise in Central Silicon Valley,26211033,Tamara And Tim,,Sunnyvale,37.3707,-122.03354,Entire home/apt,211,3,49,2024-06-19,1.68,1,225,19,2022-7479
549868143058792991,Cheerful 1-bedroom residential with free parking,436186659,Yu Zhen,,San Jose,37.358288,-121.822762,Private room,69,3,9,2023-05-19,0.31,7,268,0,
549916749346711900,"Luxury Apartment Palo Alto, peloton mid-century",39649781,J,,Palo Alto,37.43587,-122.15703,Entire home/apt,,30,0,,,1,330,0,
550284578410082645,9F-Daisy: Bright Studio near downtown San Jose,6576366,Estell,,San Jose,37.34317,-121.88359,Entire home/apt,90,30,11,2024-05-10,0.38,6,223,5,
550524289710578392,Private Entrance Studio with Cal King Bed,436186659,Yu Zhen,,San Jose,37.35884,-121.82379,Entire home/apt,79,3,12,2024-06-16,0.41,7,175,3,
550894761111855576,Perfect Getaway in the Heart of Mountain View!,181205324,Plushy,,Mountain View,37.4068,-122.09252,Entire home/apt,95,2,13,2024-02-13,0.49,1,234,5,
551702024074807788,Lovely two  bedrooms with private bathroom,420434293,Forouzan,,San Jose,37.34345,-121.89581,Shared room,60,7,0,,,1,328,0,
552185441419098788,Luxurious Los Altos Hills home with stunning views,1903780,Sonal,,Unincorporated Areas,37.33856,-122.094,Entire home/apt,303,2,22,2024-06-22,1.02,1,121,14,
552238263857384362,"Master bed/bath , private entrance-3",251884574,Yen,,San Jose,37.30118,-121.84341,Private room,81,1,11,2024-05-16,0.49,3,256,5,
552398910611788759,Beautiful View with Cal King Bed  Private Bathroom,436186659,Yu Zhen,,San Jose,37.35935,-121.82381,Private room,99,3,5,2022-08-07,0.17,7,284,0,
552938112998282567,College Terrace house  near  Stanford  campus,21971753,Grace,,Palo Alto,37.42405,-122.14988,Entire home/apt,546,5,2,2023-06-19,0.09,1,116,0,
553339696630577213,Stylish Comfortable Private Bedroom with Bathroom,436186659,Yu Zhen,,San Jose,37.36045,-121.82397,Private room,69,3,4,2024-06-04,0.14,7,290,1,
553518613966985923,LOVELY 3 BEDROOM RENTAL UNIT IN San Jose,141845497,Ann,,San Jose,37.28415,-121.83649,Entire home/apt,250,1,71,2024-03-19,2.45,3,70,13,
553938891712346228,Cozy Duplex in Downtown SJ,41188361,Eda Mae,,San Jose,37.3433,-121.89748,Entire home/apt,92,30,2,2023-05-07,0.09,16,304,0,
554176646478661991,"Blueground | Santa Clara, w/d & fitness center",107434423,Blueground,,Santa Clara,37.39596,-121.94403,Entire home/apt,,31,0,,,385,350,0,
554177040491172291,"Blueground | Santa Clara, gym, nr grocery store",107434423,Blueground,,Santa Clara,37.39596,-121.94403,Entire home/apt,,31,0,,,385,342,0,
554272449274850625,Adorable Guest House at an Amazing location,39527995,Sheila,,Unincorporated Areas,37.17643,-121.8225,Entire home/apt,218,3,3,2022-03-21,0.11,1,27,0,
554543281491969882,Garden Cottage w/ Hot Tub • 3 mi. to SJC,30974806,Taylor,,San Jose,37.32675693688881,-121.92130814100953,Entire home/apt,191,1,90,2024-06-15,3.13,1,169,34,
554604707427958630,Spacious & stylish 2 b/2 b condo in Silicon Valley,94568941,Alina,,Sunnyvale,37.37086486816406,-122.00748443603516,Entire home/apt,110,30,0,,,1,350,0,
554655653200278949,Room at lindero,426214411,Elina,,Palo Alto,37.41767,-122.11962,Private room,,2,3,2022-08-15,0.11,3,0,0,
554763506800804236,"Blueground | Mountain View, garage, nr highways",107434423,Blueground,,Mountain View,37.4058028,-122.0893559,Entire home/apt,326,31,0,,,385,238,0,
555100722969176947,1 bedroom in-law unit with separate entrance,37150848,Mimi,,Cupertino,37.32636,-122.06216,Entire home/apt,,2,3,2022-06-12,0.12,1,0,0,Exempt
555319855113098725,Simple Mountain View-near Amphitheater (S9-10-1),373166289,Serena,,Mountain View,37.40601,-122.09069,Entire home/apt,145,1,28,2024-05-16,1.29,142,313,14,
555411712566418481,New Beautiful Master Bedroom With Ensuite Bathroom,429291775,Chris,,San Jose,37.31223,-121.87339,Private room,85,1,178,2024-03-18,6.23,12,175,45,
555599503084718424,Deluxe Spacious Studio with Private Entrance,436186659,Yu Zhen,,San Jose,37.35777,-121.82394,Entire home/apt,129,3,9,2022-11-06,0.31,7,309,0,
556121832515132076,Luxury Silicon Valley Room,21707813,Nadeem,,Santa Clara,37.38797,-121.95036,Private room,99,30,3,2023-08-12,0.11,1,127,1,
556621631538555534,3BD/2BA/1608 sqfts: Best and Safest Neighborhood,443902707,Helen,,Sunnyvale,37.33886,-122.05182,Entire home/apt,328,1,40,2024-03-24,1.39,1,112,15,2022-7365
556623468168528486,PRIVATE GUEST HOUSE  w/ Garden View on Estate,389414494,Anna,,Unincorporated Areas,37.07142,-121.56975,Entire home/apt,168,2,25,2024-05-31,0.98,2,336,8,
556840092481865260,1 private bedroom in a townhouse with free parking,10163935,Chen,,San Jose,37.30935,-122.01217,Private room,180,30,0,,,1,364,0,
556860469982707926,Large Furnished & updated townhome for rent in MV,3896068,Sophie,,Mountain View,37.40322,-122.10161,Entire home/apt,195,120,0,,,1,122,0,
556914680034856499,"Blueground | Santana Row, gym, highway access",107434423,Blueground,,San Jose,37.3209494,-121.94657289999998,Entire home/apt,248,31,1,2023-06-16,0.08,385,115,0,
557093347207975654,"Blueground | Santana Row, gym & pool, nr shops",107434423,Blueground,,San Jose,37.3209494,-121.94657289999998,Entire home/apt,181,31,0,,,385,189,0,
557111346364481705,"Blueground | Sunnyvale, gym & lounge, nr tech",107434423,Blueground,,Sunnyvale,37.4043317,-122.0087538,Entire home/apt,202,31,1,2023-03-02,0.06,385,140,0,
557111715737580563,"Blueground | Sunnyvale, gym & lounge, nr tech",107434423,Blueground,,Sunnyvale,37.4043317,-122.0087538,Entire home/apt,171,31,1,2023-05-13,0.07,385,299,0,
557111956793160368,"Blueground | Sunnyvale, pool, gym, nr shops",107434423,Blueground,,Sunnyvale,37.3712896,-122.0573953,Entire home/apt,252,31,1,2022-03-27,0.04,385,313,0,
557113488159298818,"Blueground | Santa Clara, spa, pool & a/c",107434423,Blueground,,Santa Clara,37.3381498,-121.9405116,Entire home/apt,175,31,0,,,385,308,0,
557170374009622743,Cheerful 2-bedroom residential home,444014010,Mark,,Gilroy,37.01219,-121.58387,Entire home/apt,196,1,77,2024-06-02,2.99,1,329,23,
557506181782275960,@ Marbella Lane - Contemporary Sophisticated Home,210837437,Marbella,,Sunnyvale,37.39312,-122.00848,Entire home/apt,225,2,52,2024-05-31,2.01,2,308,20,2022-7497
557558284594621451,Spacious 2BD/2BA home in beautiful neighbourhood,386280496,Garima,,Sunnyvale,37.35776,-122.0092,Entire home/apt,140,53,0,,,1,306,0,
559268034228732887,Cozy cottage on 2 acre estate,21295288,Nona,,Unincorporated Areas,37.28882,-121.81663,Entire home/apt,80,30,5,2024-04-01,0.20,1,79,3,
559497461044110339,Cozy Cottage Escape in the Heart of Palo Alto,16643806,Rachel,,Palo Alto,37.44028,-122.15726,Entire home/apt,133,1,136,2024-06-20,4.77,5,203,59,
559926606236418331,Foothill RV Retreat ES-Entire full  private unit.,4359583,Carma,,Unincorporated Areas,37.37771,-121.83289,Entire home/apt,60,2,15,2024-03-31,0.54,2,312,7,
561644364348406291,Blue Room - Palo Alto Designer Home,16643806,Rachel,,Palo Alto,37.44006,-122.15525,Private room,91,1,132,2024-06-22,4.65,5,286,51,
561747388464695054,Tree Room - Palo Alto Designer Home,16643806,Rachel,,Palo Alto,37.43975,-122.15542,Private room,96,1,114,2024-06-23,3.99,5,320,63,
562051524630208063,"Blueground | Milpitas, pool, gym & lounge, nr bart",107434423,Blueground,,Milpitas,37.4091432,-121.8926111,Entire home/apt,293,31,0,,,385,335,0,
562394420696674805,Adorable & independent guest suite w/ free parking,59739537,Gina,,Palo Alto,37.42719,-122.13293,Private room,100,1,28,2024-06-15,0.98,1,346,7,
562613405537458011,Fast WiFi- Pet Friendly Studio on Quiet Culdesac,347434681,Ori,,Palo Alto,37.441,-122.12865,Entire home/apt,120,4,45,2024-05-24,1.58,1,303,14,
562673572262314938,Specious private suit in beautiful modern home,122062577,Marita,,San Jose,37.30963,-121.94938,Private room,,3,0,,,5,299,0,
562708359914827044,"Blueground | Mountain View, garage, nr Caltrain",107434423,Blueground,,Mountain View,37.4059044,-122.0895891,Entire home/apt,377,31,1,2022-10-30,0.05,385,245,0,
563054807185052736,#105 -Sunnyvale BR w/ 4K TV,22538846,Eve,,Santa Clara,37.39134,-121.98621,Private room,,2,11,2024-05-17,0.40,24,128,4,
563115184285835500,Cozy Home in San Jose.,118974123,Kwesi,,Unincorporated Areas,37.31432,-121.93791,Entire home/apt,185,8,10,2023-01-08,0.35,1,91,0,
563258033439367215,Large Suite with  Private Entrance,39764294,Jenny,,Sunnyvale,37.3722,-122.03681,Private room,109,1,37,2024-05-17,1.31,1,142,10,2022-7436
563851414649661225,Small room in Palo Alto,426214411,Elina,,Palo Alto,37.41733,-122.12112,Private room,,7,1,2023-02-14,0.06,3,0,0,
563941113363916592,*Master Suite_Private Bath+Hot Tub_1 GUEST ONLY,91606628,Lucy Jim,,San Jose,37.39025,-121.88892,Private room,,1,4,2023-04-22,0.15,12,0,0,
564090889584728509,Brand new home built 2021 3-bedrooms over 2500sqft,41168092,Brian,,San Jose,37.31889,-121.81373,Entire home/apt,253,2,90,2024-06-19,3.14,1,336,26,
564474614889804657,New cottage near downtown Palo Alto with AC,40826998,Tracy,,Palo Alto,37.44784,-122.15032,Entire home/apt,168,4,62,2024-06-16,2.20,6,126,25,
564581052554805029,Steps to Stanford.,114915802,Judith,,Palo Alto,37.43419,-122.15326,Private room,98,3,27,2024-06-17,0.95,1,194,8,
564596523213119672,5BR/3BA Family Friendly Home in San Jose,445577490,Denise And Van,,San Jose,37.27243,-121.83314,Entire home/apt,237,2,59,2024-06-10,2.11,1,66,22,
564848830796282114,Entire 4BR/3.5BA Townhouse- Self Check-In/Parking,91606628,Lucy Jim,,San Jose,37.38861,-121.88947,Entire home/apt,,1,1,2022-08-14,0.04,12,0,0,
565555499206937909,Cheerful 2 bedroom cabin with indoor fireplace,47810698,Sunny,,Unincorporated Areas,37.15601,-121.9871,Entire home/apt,232,3,46,2024-06-23,1.72,1,157,9,
566229963242391299,Silicon Valley Family Oasis 5-Bedroom Luxury Home,68064297,Shannon,,San Jose,37.23105,-121.79046,Entire home/apt,461,2,27,2024-06-21,1.30,3,337,15,
566799779313380991,Entire Beautiful Home In the ❤️ Of Silicon Valley,354524619,Brad,,San Jose,37.29574,-121.81691,Entire home/apt,216,2,49,2024-06-23,1.74,3,157,17,
566943361474802470,*Private Suite+Bath (Separate Floor)_1 GUEST ONLY,91606628,Lucy Jim,,San Jose,37.38879,-121.89069,Private room,70,15,0,,,12,154,0,
567232727999170767,Lovely 1-bedroom with lots of light & great views,447290155,Purnima,,Los Altos Hills,37.38098,-122.14122,Private room,,2,46,2023-10-08,1.63,1,0,6,
567363643181262143,1-bedroom residential in South SJ,52893328,Sammi,,San Jose,37.25524,-121.84111,Private room,198,1,4,2023-01-27,0.14,1,365,0,
567405663474745802,✦ Private & Quiet home in Downtown San Jose #313,394476678,Nan,,San Jose,37.32091,-121.88031,Entire home/apt,192,3,51,2024-05-27,1.82,34,118,11,
567491217376442991,Quaint one bedroom guest cottage,32356237,Great Getaways,,Los Altos,37.39389,-122.11376,Entire home/apt,189,30,5,2023-11-20,0.19,1,85,4,
567553364256081501,Luxurious private suite with stunning views,174186868,Adrija,,San Jose,37.28286,-121.85889,Entire home/apt,127,2,25,2023-12-28,0.90,1,309,3,
567576063768640740,1B1B Sunbeam Apt in SJ close to Apple/Airport #306,394476678,Nan,,San Jose,37.32005,-121.87868,Entire home/apt,149,3,80,2024-05-31,2.83,34,139,30,
568098514097770407,Secluded independent studio with garden in LAH,96182557,Sophia,,Los Altos Hills,37.37891,-122.13819,Entire home/apt,159,2,44,2023-10-20,1.58,1,175,7,
568280304057753389,2 Private Rooms Blossom Valley near Oakridge Mall,402235960,Cyrus,,San Jose,37.24653,-121.86099,Private room,135,2,34,2024-05-23,1.24,2,303,9,
568454006022184388,Airy Bedroom in Beautiful Hills (Superfurnished),30611802,C,,San Jose,37.28382,-121.85069,Private room,65,14,8,2024-06-16,0.29,4,236,3,
568775131684429300,"Lovely3 Br, 2Ba in the heart of Silicon Valley!",35576967,Ady,,Campbell,37.2705,-121.96412,Entire home/apt,220,29,0,,,1,298,0,
568809573370861653,Quiet Santana Row Loft with Mt View,446523275,Gang And Gloria,,San Jose,37.32322,-121.94799,Entire home/apt,,4,7,2022-10-21,0.25,1,0,0,
569301298847387677,"Blueground | Santa Clara, gym & cinema, nr shops",107434423,Blueground,,Santa Clara,37.39596,-121.94403,Entire home/apt,,31,0,,,385,332,0,
569648976672370534,M&J@Morden 3B2B SFH*AC*Heart of Willow Glen|487,286181740,Joey,,San Jose,37.31534,-121.89622,Entire home/apt,231,2,75,2024-05-26,2.67,15,305,22,
569986317916690706,"Blueground | Downtown Mountain View, gym, pool",107434423,Blueground,,Mountain View,37.3884712,-122.0838836,Entire home/apt,319,31,0,,,385,110,0,
569986788984554517,"Blueground | Downtown Mountain View, gym, pool",107434423,Blueground,,Mountain View,37.3873076,-122.0838939,Entire home/apt,248,31,0,,,385,38,0,
570139818667896907,"Blueground | Palo Alto, pool & gym, nr tech",107434423,Blueground,,Palo Alto,37.4472616,-122.1568205,Entire home/apt,307,31,0,,,385,241,0,
570178210000054872,Sports Themed 2bedApt w BEST location fully stocke,146554583,Walter & Celina,,Santa Clara,37.36892,-121.99479,Entire home/apt,253,1,15,2024-06-15,0.54,11,363,8,
570180079209011505,"Blueground | Santana Row, gym & pool, nr shops",107434423,Blueground,,San Jose,37.31988019999999,-121.9476661,Entire home/apt,190,31,0,,,385,250,0,
571634183939872071,"Heaven in the Hills - Gorgeous, Zen 1Bd/1Ba in LG",30218351,Mihir,,Unincorporated Areas,37.23712,-122.01539,Private room,150,2,17,2023-06-22,0.60,1,362,0,
571648129847713657,Welcome To Your Wineries Retreat -Tuscany Escape,179289444,Go PropertyHop,,Unincorporated Areas,37.04697,-121.64622,Entire home/apt,,1,41,2024-06-17,1.51,5,295,17,
571862452405058561,"New guesthouse on a quiet st, a walker's paradise",30614904,Sonal,,Sunnyvale,37.3707,-122.03536,Entire home/apt,111,31,12,2024-06-10,0.45,1,93,7,
572115344276883932,"Blueground | Palo Alto, pool & gym, nr tech",107434423,Blueground,,Palo Alto,37.4472616,-122.1568205,Entire home/apt,,31,0,,,385,286,0,
572397494912807472,New & Bright in SJ Downtown/ close to Airport #310,394476678,Nan,,San Jose,37.32049,-121.88027,Entire home/apt,152,3,47,2024-05-31,1.72,34,144,19,
572838935375997076,175 - Modern Mtn View 2B1B Big Yard near Downtown,250584391,Victor 5,,Mountain View,37.40089,-122.09959,Entire home/apt,226,2,77,2024-06-02,2.80,11,142,23,
572840303286048966,Buddha's Secret Hideaway,16643806,Rachel,,Palo Alto,37.44049,-122.15522,Private room,104,1,52,2024-06-20,1.85,5,301,34,
573075170124051538,Cheerful 3 bedroom home in Los Altos,2316259,Parth,,Los Altos,37.34911,-122.06828,Entire home/apt,,3,7,2023-07-05,0.29,1,2,1,
573845458120853887,NICE LOCATION STANFORD- PALO ALTO,263353854,Glass Slipper,,Palo Alto,37.41558,-122.12918,Private room,,14,2,2022-08-04,0.08,1,0,0,
574015585417887358,"Quiet bedroom in Milpitas, North San Jose - rm #3",61380194,Sam,,Milpitas,37.4349,-121.87602,Private room,45,30,0,,,1,352,0,
574299730310781153,"Blueground | Milpitas, pool, gym & lounge, nr bart",107434423,Blueground,,Milpitas,37.4091432,-121.8926111,Entire home/apt,301,31,0,,,385,11,0,
574567547631341410,Adorable cottage in Burbank area of San Jose,24486115,Sherry,,San Jose,37.31888,-121.92381,Entire home/apt,90,2,60,2024-05-26,2.41,1,107,28,
574691387319972403,201 *One Person Only* Comfortable Room In The Yard,148286552,Ruihong,,San Jose,37.35513,-121.83405,Private room,,3,19,2024-05-15,0.70,9,1,3,
574800471071180777,White Cloud Room,122062577,Marita,,San Jose,37.31067,-121.94838,Private room,77,30,5,2024-05-10,0.19,5,319,4,
574930671568067676,Private Entrance Studio with in-unit bathroom,249748454,Henry,,San Jose,37.34393,-121.89774,Entire home/apt,70,2,145,2024-06-01,5.15,2,35,50,
575257074326350685,"Entire Spacious Apartment  (720 Sq.Ft, 1B/1B)",447894595,Rajasekaran,,Sunnyvale,37.338081,-122.039993,Entire home/apt,185,2,6,2023-10-22,0.21,4,323,2,2022-7028
576814031921455086,Hippie grandma’s garden level studio in japantown,194407265,Lance,,San Jose,37.34701,-121.89533,Entire home/apt,,1,84,2024-01-13,2.99,1,0,15,
577100356766201734,Cozy Spacious 4B2B close to SJC airport and SAP,47563583,Ava,,San Jose,37.355,-121.87734,Entire home/apt,198,2,47,2024-06-03,1.69,2,88,17,
577589593731624739,Delightful travel trailer,147908329,Angela,,San Jose,37.36589,-121.83279,Entire home/apt,150,1,0,,,3,364,0,
577659417121415014,Downtown Private 2BR/1BA Suite in Shared Home,14614525,Omar,,San Jose,37.35178,-121.87346,Entire home/apt,109,1,32,2024-05-23,1.17,1,43,10,
578078220475619981,"Blueground | Sunnyvale, gym, pool & bbq",107434423,Blueground,,Sunnyvale,37.3823644,-122.0129115,Entire home/apt,190,31,0,,,385,291,0,
578205401641572788,Elegant new 1B1B attached suite at East Milpitas,267246677,Amy,,Milpitas,37.43898,-121.87615,Entire home/apt,128,31,57,2024-04-10,2.08,3,344,16,
578230645219518204,APARTMENT #(7)# 1 BED/ 1 BATH APARTMENT UPSTAIRS,34321160,Roman,,San Jose,37.32832,-121.87095,Entire home/apt,88,3,29,2024-05-27,1.04,5,37,9,
578265113277688190,"Modern, private room & Bath near Santana Row",290349900,Johnny,,Santa Clara,37.32664,-121.95433,Private room,65,20,6,2024-04-06,0.24,1,34,4,
578683997807616027,"Blueground | Sunnyvale, pool & gym, nr tech hq",107434423,Blueground,,Sunnyvale,37.3800487,-122.0580276,Entire home/apt,,31,1,2023-08-14,0.09,385,0,1,
578696410944538435,"Blueground | Sunnyvale, lounge & gym, nr tech hq",107434423,Blueground,,Sunnyvale,37.36593139999999,-122.025277,Entire home/apt,134,31,0,,,385,0,0,
578696730649934751,"Blueground | Sunnyvale, lounge & gym, nr tech hq",107434423,Blueground,,Sunnyvale,37.36593139999999,-122.025277,Entire home/apt,,31,1,2024-01-31,0.20,385,0,1,
578925292741783839,"Newly renovated 1 bedroom, huge backyard, Campbell",16509915,Elizabeth,,San Jose,37.27405,-121.93675,Entire home/apt,168,3,13,2024-04-13,0.48,4,124,6,
578950912324830636,202*One Person Only* Comfortable Room In The Yard,148286552,Ruihong,,San Jose,37.35491,-121.83473,Private room,35,3,38,2024-05-12,1.38,9,17,23,
579079768142329235,"Kasa | 1BD, Private Balcony | Santa Clara",88566861,Kasa,,Santa Clara,37.35387,-121.94068,Entire home/apt,226,1,64,2024-06-12,2.30,7,296,37,
579877313344360477,Comfortable and cozy,95596220,Diana,,Santa Clara,37.35558,-121.9938,Private room,80,4,78,2024-06-19,2.84,2,40,44,
580012316257014521,"Adorable guest house, private and quiet",97505202,Sandra,,Unincorporated Areas,37.37215,-121.826,Entire home/apt,100,2,0,,,1,267,0,
580642029515989610,Cozy 1-bedroom with private backyard,358023793,Chas,,San Jose,37.31261032045358,-121.89786022312626,Entire home/apt,148,2,36,2024-06-18,2.43,1,259,26,
581038071928009238,Lovely 1- Bedroom condo with a pool & laundry,127209673,Janette,,San Jose,37.30037,-121.96191,Private room,74,1,0,,,1,364,0,
582521432215388366,"Blueground | Palo Alto, pool & spa, nr 280 & 101",107434423,Blueground,,Palo Alto,37.4261551,-122.1384563,Entire home/apt,234,31,0,,,385,311,0,
582850588599959183,Private room 2 with shared bath one open parking,6532111,Ravi,,San Jose,37.3275,-121.86673,Private room,46,1,17,2023-12-16,0.62,7,297,1,
583285104010104197,"Entire stylish townhome-Los Gatos, great location",364230733,Cooper,,Los Gatos,37.24423,-121.95081,Entire home/apt,219,3,65,2024-06-15,2.52,1,313,29,
583553769353536301,Artistic Luxe Loft in Downtown San Jose,449787023,Esmeralda,,San Jose,37.33401,-121.89678,Entire home/apt,175,30,10,2024-05-28,0.36,1,291,5,
584398376306233998,Private Large Suite & Private Entrance Heart of SJ,249748454,Henry,,San Jose,37.3424,-121.89713,Entire home/apt,,2,116,2023-07-25,4.19,2,0,1,
584617234676147892,"Blueground | Campbell, gym, pool & lounge",107434423,Blueground,,Campbell,37.29177019999999,-121.9326405,Entire home/apt,183,31,0,,,385,0,0,
584777038348646882,"Cheerful, Comfortable & Cozy - White Suite",32401334,Natalie,,San Jose,37.25933,-121.83642,Entire home/apt,139,7,26,2024-04-26,1.06,6,249,4,
